query_suburb,query_state,query_postcode,sa2_name,sa2_code,financial_year,dwelling_approvals
Orange,NSW,2800,Orange - North,103041078,2019-20,171
Orange,NSW,2800,Orange - North,103041078,2020-21,154
Orange,NSW,2800,Orange - North,103041078,2021-22,174
Orange,NSW,2800,Orange - North,103041078,2022-23,133
Orange,NSW,2800,Orange,103041077,2019-20,42
Orange,NSW,2800,Orange,103041077,2020-21,94
Orange,NSW,2800,Orange,103041077,2021-22,39
Orange,NSW,2800,Orange,103041077,2022-23,37
Orange,NSW,2800,Orange Surrounds,103041079,2019-20,48
Orange,NSW,2800,Orange Surrounds,103041079,2020-21,72
Orange,NSW,2800,Orange Surrounds,103041079,2021-22,64
Orange,NSW,2800,Orange Surrounds,103041079,2022-23,94
Orange,NSW,2800,Maddington - Orange Grove - Martin,506041136,2019-20,85
Orange,NSW,2800,Maddington - Orange Grove - Martin,506041136,2020-21,132
Orange,NSW,2800,Maddington - Orange Grove - Martin,506041136,2021-22,95
Orange,NSW,2800,Maddington - Orange Grove - Martin,506041136,2022-23,46
Box Hill,NSW,2765,Box Hill - Nelson,115041623,2019-20,936
Box Hill,NSW,2765,Box Hill - Nelson,115041623,2020-21,1661
Box Hill,NSW,2765,Box Hill - Nelson,115041623,2021-22,1357
Box Hill,NSW,2765,Box Hill - Nelson,115041623,2022-23,1303
Box Hill,NSW,2765,Box Hill,207031163,2019-20,865
Box Hill,NSW,2765,Box Hill,207031163,2020-21,816
Box Hill,NSW,2765,Box Hill,207031163,2021-22,407
Box Hill,NSW,2765,Box Hill,207031163,2022-23,599
Box Hill,NSW,2765,Box Hill North,207031164,2019-20,77
Box Hill,NSW,2765,Box Hill North,207031164,2020-21,109
Box Hill,NSW,2765,Box Hill North,207031164,2021-22,136
Box Hill,NSW,2765,Box Hill North,207031164,2022-23,116
Port Macquarie,NSW,2444,Port Macquarie Surrounds,108041165,2019-20,16
Port Macquarie,NSW,2444,Port Macquarie Surrounds,108041165,2020-21,15
Port Macquarie,NSW,2444,Port Macquarie Surrounds,108041165,2021-22,10
Port Macquarie,NSW,2444,Port Macquarie Surrounds,108041165,2022-23,18
Port Macquarie,NSW,2444,Port Macquarie - East,108041619,2019-20,6
Port Macquarie,NSW,2444,Port Macquarie - East,108041619,2020-21,55
Port Macquarie,NSW,2444,Port Macquarie - East,108041619,2021-22,26
Port Macquarie,NSW,2444,Port Macquarie - East,108041619,2022-23,47
Port Macquarie,NSW,2444,Port Macquarie - West,108041164,2019-20,223
Port Macquarie,NSW,2444,Port Macquarie - West,108041164,2020-21,301
Port Macquarie,NSW,2444,Port Macquarie - West,108041164,2021-22,291
Port Macquarie,NSW,2444,Port Macquarie - West,108041164,2022-23,394
Port Macquarie,NSW,2444,Port Macquarie - South,108041620,2019-20,47
Port Macquarie,NSW,2444,Port Macquarie - South,108041620,2020-21,58
Port Macquarie,NSW,2444,Port Macquarie - South,108041620,2021-22,53
Port Macquarie,NSW,2444,Port Macquarie - South,108041620,2022-23,39
Schofields,NSW,2762,Schofields - East,116021632,2019-20,1644
Schofields,NSW,2762,Schofields - East,116021632,2020-21,1991
Schofields,NSW,2762,Schofields - East,116021632,2021-22,2356
Schofields,NSW,2762,Schofields - East,116021632,2022-23,1659
Schofields,NSW,2762,Schofields (West) - Colebee,116021631,2019-20,293
Schofields,NSW,2762,Schofields (West) - Colebee,116021631,2020-21,463
Schofields,NSW,2762,Schofields (West) - Colebee,116021631,2021-22,311
Schofields,NSW,2762,Schofields (West) - Colebee,116021631,2022-23,288
Tamworth,NSW,2340,Tamworth - East,110041202,2019-20,91
Tamworth,NSW,2340,Tamworth - East,110041202,2020-21,139
Tamworth,NSW,2340,Tamworth - East,110041202,2021-22,121
Tamworth,NSW,2340,Tamworth - East,110041202,2022-23,47
Tamworth,NSW,2340,Tamworth - North,110041203,2019-20,70
Tamworth,NSW,2340,Tamworth - North,110041203,2020-21,65
Tamworth,NSW,2340,Tamworth - North,110041203,2021-22,116
Tamworth,NSW,2340,Tamworth - North,110041203,2022-23,113
Tamworth,NSW,2340,Tamworth - West,110041204,2019-20,25
Tamworth,NSW,2340,Tamworth - West,110041204,2020-21,32
Tamworth,NSW,2340,Tamworth - West,110041204,2021-22,30
Tamworth,NSW,2340,Tamworth - West,110041204,2022-23,39
Tamworth,NSW,2340,Tamworth Surrounds,110041205,2019-20,65
Tamworth,NSW,2340,Tamworth Surrounds,110041205,2020-21,123
Tamworth,NSW,2340,Tamworth Surrounds,110041205,2021-22,70
Tamworth,NSW,2340,Tamworth Surrounds,110041205,2022-23,118
Dubbo,NSW,2830,Dubbo - South,105031101,2019-20,139
Dubbo,NSW,2830,Dubbo - South,105031101,2020-21,268
Dubbo,NSW,2830,Dubbo - South,105031101,2021-22,129
Dubbo,NSW,2830,Dubbo - South,105031101,2022-23,269
Dubbo,NSW,2830,Dubbo - East,105031100,2019-20,13
Dubbo,NSW,2830,Dubbo - East,105031100,2020-21,52
Dubbo,NSW,2830,Dubbo - East,105031100,2021-22,15
Dubbo,NSW,2830,Dubbo - East,105031100,2022-23,36
Dubbo,NSW,2830,Dubbo - West,105031102,2019-20,74
Dubbo,NSW,2830,Dubbo - West,105031102,2020-21,68
Dubbo,NSW,2830,Dubbo - West,105031102,2021-22,152
Dubbo,NSW,2830,Dubbo - West,105031102,2022-23,52
Dubbo,NSW,2830,Dubbo Surrounds,105031103,2019-20,15
Dubbo,NSW,2830,Dubbo Surrounds,105031103,2020-21,35
Dubbo,NSW,2830,Dubbo Surrounds,105031103,2021-22,24
Dubbo,NSW,2830,Dubbo Surrounds,105031103,2022-23,15
Goulburn,NSW,2580,Goulburn,101051539,2019-20,190
Goulburn,NSW,2580,Goulburn,101051539,2020-21,270
Goulburn,NSW,2580,Goulburn,101051539,2021-22,304
Goulburn,NSW,2580,Goulburn,101051539,2022-23,161
Goulburn,NSW,2580,Goulburn Surrounds,101051540,2019-20,54
Goulburn,NSW,2580,Goulburn Surrounds,101051540,2020-21,74
Goulburn,NSW,2580,Goulburn Surrounds,101051540,2021-22,108
Goulburn,NSW,2580,Goulburn Surrounds,101051540,2022-23,94
Marsden Park,NSW,2765,Marsden Park - Shanes Park,116021629,2019-20,1152
Marsden Park,NSW,2765,Marsden Park - Shanes Park,116021629,2020-21,1696
Marsden Park,NSW,2765,Marsden Park - Shanes Park,116021629,2021-22,1318
Marsden Park,NSW,2765,Marsden Park - Shanes Park,116021629,2022-23,954
Austral,NSW,2179,Austral - Greendale,127011505,2019-20,617
Austral,NSW,2179,Austral - Greendale,127011505,2020-21,834
Austral,NSW,2179,Austral - Greendale,127011505,2021-22,1106
Austral,NSW,2179,Austral - Greendale,127011505,2022-23,789
Austral,NSW,2179,Australind - Leschenault,501021005,2019-20,96
Austral,NSW,2179,Australind - Leschenault,501021005,2020-21,229
Austral,NSW,2179,Australind - Leschenault,501021005,2021-22,115
Austral,NSW,2179,Australind - Leschenault,501021005,2022-23,136
Googong,NSW,2620,Googong,101021610,2019-20,83
Googong,NSW,2620,Googong,101021610,2020-21,160
Googong,NSW,2620,Googong,101021610,2021-22,163
Googong,NSW,2620,Googong,101021610,2022-23,355
Glenmore Park,NSW,2745,Glenmore Park - Regentville,124031460,2019-20,18
Glenmore Park,NSW,2745,Glenmore Park - Regentville,124031460,2020-21,7
Glenmore Park,NSW,2745,Glenmore Park - Regentville,124031460,2021-22,7
Glenmore Park,NSW,2745,Glenmore Park - Regentville,124031460,2022-23,7
Oran Park,NSW,2570,Oran Park,127011729,2019-20,570
Oran Park,NSW,2570,Oran Park,127011729,2020-21,602
Oran Park,NSW,2570,Oran Park,127011729,2021-22,463
Oran Park,NSW,2570,Oran Park,127011729,2022-23,537
Armidale,NSW,2350,Armidale Surrounds - South,110011188,2019-20,29
Armidale,NSW,2350,Armidale Surrounds - South,110011188,2020-21,32
Armidale,NSW,2350,Armidale Surrounds - South,110011188,2021-22,21
Armidale,NSW,2350,Armidale Surrounds - South,110011188,2022-23,19
Armidale,NSW,2350,Armidale,110011186,2019-20,27
Armidale,NSW,2350,Armidale,110011186,2020-21,39
Armidale,NSW,2350,Armidale,110011186,2021-22,58
Armidale,NSW,2350,Armidale,110011186,2022-23,98
Armidale,NSW,2350,Armidale Surrounds - North,110011187,2019-20,2
Armidale,NSW,2350,Armidale Surrounds - North,110011187,2020-21,6
Armidale,NSW,2350,Armidale Surrounds - North,110011187,2021-22,4
Armidale,NSW,2350,Armidale Surrounds - North,110011187,2022-23,11
St Ives,NSW,2075,St Ives,121031410,2019-20,48
St Ives,NSW,2075,St Ives,121031410,2020-21,90
St Ives,NSW,2075,St Ives,121031410,2021-22,124
St Ives,NSW,2075,St Ives,121031410,2022-23,77
Castle Hill,NSW,1765,Castle Hill - Central,115011553,2019-20,104
Castle Hill,NSW,1765,Castle Hill - Central,115011553,2020-21,304
Castle Hill,NSW,1765,Castle Hill - Central,115011553,2021-22,679
Castle Hill,NSW,1765,Castle Hill - Central,115011553,2022-23,740
Castle Hill,NSW,1765,Castle Hill - East,115011554,2019-20,4
Castle Hill,NSW,1765,Castle Hill - East,115011554,2020-21,6
Castle Hill,NSW,1765,Castle Hill - East,115011554,2021-22,3
Castle Hill,NSW,1765,Castle Hill - East,115011554,2022-23,4
Castle Hill,NSW,1765,Castle Hill - North,115011555,2019-20,25
Castle Hill,NSW,1765,Castle Hill - North,115011555,2020-21,27
Castle Hill,NSW,1765,Castle Hill - North,115011555,2021-22,225
Castle Hill,NSW,1765,Castle Hill - North,115011555,2022-23,63
Castle Hill,NSW,1765,Castle Hill - South,115011556,2019-20,16
Castle Hill,NSW,1765,Castle Hill - South,115011556,2020-21,16
Castle Hill,NSW,1765,Castle Hill - South,115011556,2021-22,17
Castle Hill,NSW,1765,Castle Hill - South,115011556,2022-23,42
Castle Hill,NSW,1765,Castle Hill - West,115011557,2019-20,1
Castle Hill,NSW,1765,Castle Hill - West,115011557,2020-21,1
Castle Hill,NSW,1765,Castle Hill - West,115011557,2021-22,2
Castle Hill,NSW,1765,Castle Hill - West,115011557,2022-23,0
Muswellbrook,NSW,2333,Muswellbrook,106041126,2019-20,21
Muswellbrook,NSW,2333,Muswellbrook,106041126,2020-21,18
Muswellbrook,NSW,2333,Muswellbrook,106041126,2021-22,28
Muswellbrook,NSW,2333,Muswellbrook,106041126,2022-23,39
Muswellbrook,NSW,2333,Muswellbrook Surrounds,106041127,2019-20,8
Muswellbrook,NSW,2333,Muswellbrook Surrounds,106041127,2020-21,21
Muswellbrook,NSW,2333,Muswellbrook Surrounds,106041127,2021-22,33
Muswellbrook,NSW,2333,Muswellbrook Surrounds,106041127,2022-23,24
Coffs Harbour,NSW,2450,Coffs Harbour - North,104021084,2019-20,62
Coffs Harbour,NSW,2450,Coffs Harbour - North,104021084,2020-21,81
Coffs Harbour,NSW,2450,Coffs Harbour - North,104021084,2021-22,80
Coffs Harbour,NSW,2450,Coffs Harbour - North,104021084,2022-23,113
Coffs Harbour,NSW,2450,Coffs Harbour - South,104021085,2019-20,40
Coffs Harbour,NSW,2450,Coffs Harbour - South,104021085,2020-21,73
Coffs Harbour,NSW,2450,Coffs Harbour - South,104021085,2021-22,209
Coffs Harbour,NSW,2450,Coffs Harbour - South,104021085,2022-23,22
Jordan Springs,NSW,2747,Jordan Springs - Llandilo,124031708,2019-20,181
Jordan Springs,NSW,2747,Jordan Springs - Llandilo,124031708,2020-21,99
Jordan Springs,NSW,2747,Jordan Springs - Llandilo,124031708,2021-22,220
Jordan Springs,NSW,2747,Jordan Springs - Llandilo,124031708,2022-23,102
Kellyville,NSW,2155,Kellyville - West,115011622,2019-20,135
Kellyville,NSW,2155,Kellyville - West,115011622,2020-21,131
Kellyville,NSW,2155,Kellyville - West,115011622,2021-22,424
Kellyville,NSW,2155,Kellyville - West,115011622,2022-23,60
Kellyville,NSW,2155,Kellyville - East,115011621,2019-20,16
Kellyville,NSW,2155,Kellyville - East,115011621,2020-21,23
Kellyville,NSW,2155,Kellyville - East,115011621,2021-22,19
Kellyville,NSW,2155,Kellyville - East,115011621,2022-23,17
Kellyville,NSW,2155,North Kellyville,115041624,2019-20,451
Kellyville,NSW,2155,North Kellyville,115041624,2020-21,604
Kellyville,NSW,2155,North Kellyville,115041624,2021-22,420
Kellyville,NSW,2155,North Kellyville,115041624,2022-23,211
Kellyville,NSW,2155,Kellyville Ridge - The Ponds,116021628,2019-20,8
Kellyville,NSW,2155,Kellyville Ridge - The Ponds,116021628,2020-21,17
Kellyville,NSW,2155,Kellyville Ridge - The Ponds,116021628,2021-22,62
Kellyville,NSW,2155,Kellyville Ridge - The Ponds,116021628,2022-23,22
Mayfield,NSW,2304,Mayfield - Warabrook,111031227,2019-20,68
Mayfield,NSW,2304,Mayfield - Warabrook,111031227,2020-21,53
Mayfield,NSW,2304,Mayfield - Warabrook,111031227,2021-22,31
Mayfield,NSW,2304,Mayfield - Warabrook,111031227,2022-23,88
Mayfield,NSW,2304,Newnham - Mayfield,602011041,2019-20,13
Mayfield,NSW,2304,Newnham - Mayfield,602011041,2020-21,25
Mayfield,NSW,2304,Newnham - Mayfield,602011041,2021-22,4
Mayfield,NSW,2304,Newnham - Mayfield,602011041,2022-23,43
New Lambton,NSW,2305,Lambton - New Lambton,111031225,2019-20,79
New Lambton,NSW,2305,Lambton - New Lambton,111031225,2020-21,69
New Lambton,NSW,2305,Lambton - New Lambton,111031225,2021-22,61
New Lambton,NSW,2305,Lambton - New Lambton,111031225,2022-23,52
Spring Farm,NSW,2570,Spring Farm,123011702,2019-20,197
Spring Farm,NSW,2570,Spring Farm,123011702,2020-21,195
Spring Farm,NSW,2570,Spring Farm,123011702,2021-22,154
Spring Farm,NSW,2570,Spring Farm,123011702,2022-23,69
Griffith,NSW,2680,Griffith (NSW),113011256,2019-20,82
Griffith,NSW,2680,Griffith (NSW),113011256,2020-21,98
Griffith,NSW,2680,Griffith (NSW),113011256,2021-22,147
Griffith,NSW,2680,Griffith (NSW),113011256,2022-23,97
Griffith,NSW,2680,Griffith Surrounds,113011257,2019-20,15
Griffith,NSW,2680,Griffith Surrounds,113011257,2020-21,15
Griffith,NSW,2680,Griffith Surrounds,113011257,2021-22,21
Griffith,NSW,2680,Griffith Surrounds,113011257,2022-23,18
Griffith,NSW,2680,Griffith (ACT),801061064,2019-20,110
Griffith,NSW,2680,Griffith (ACT),801061064,2020-21,387
Griffith,NSW,2680,Griffith (ACT),801061064,2021-22,19
Griffith,NSW,2680,Griffith (ACT),801061064,2022-23,6
Leppington,NSW,2179,Leppington - Catherine Field,127011728,2019-20,448
Leppington,NSW,2179,Leppington - Catherine Field,127011728,2020-21,885
Leppington,NSW,2179,Leppington - Catherine Field,127011728,2021-22,1310
Leppington,NSW,2179,Leppington - Catherine Field,127011728,2022-23,455
Mudgee,NSW,2850,Mudgee Surrounds - East,103031073,2019-20,3
Mudgee,NSW,2850,Mudgee Surrounds - East,103031073,2020-21,4
Mudgee,NSW,2850,Mudgee Surrounds - East,103031073,2021-22,3
Mudgee,NSW,2850,Mudgee Surrounds - East,103031073,2022-23,9
Mudgee,NSW,2850,Mudgee Surrounds - West,103031074,2019-20,10
Mudgee,NSW,2850,Mudgee Surrounds - West,103031074,2020-21,11
Mudgee,NSW,2850,Mudgee Surrounds - West,103031074,2021-22,29
Mudgee,NSW,2850,Mudgee Surrounds - West,103031074,2022-23,40
Mudgee,NSW,2850,Mudgee,103031072,2019-20,9
Mudgee,NSW,2850,Mudgee,103031072,2020-21,28
Mudgee,NSW,2850,Mudgee,103031072,2021-22,145
Mudgee,NSW,2850,Mudgee,103031072,2022-23,135
Mudgee,NSW,2850,Mudgeeraba - Bonogin,309051244,2019-20,113
Mudgee,NSW,2850,Mudgeeraba - Bonogin,309051244,2020-21,22
Mudgee,NSW,2850,Mudgeeraba - Bonogin,309051244,2021-22,36
Mudgee,NSW,2850,Mudgeeraba - Bonogin,309051244,2022-23,27
Rutherford,NSW,2320,Rutherford (North) - Aberglasslyn,106021615,2019-20,220
Rutherford,NSW,2320,Rutherford (North) - Aberglasslyn,106021615,2020-21,260
Rutherford,NSW,2320,Rutherford (North) - Aberglasslyn,106021615,2021-22,297
Rutherford,NSW,2320,Rutherford (North) - Aberglasslyn,106021615,2022-23,190
Rutherford,NSW,2320,Rutherford (South) - Telarah,106021616,2019-20,178
Rutherford,NSW,2320,Rutherford (South) - Telarah,106021616,2020-21,238
Rutherford,NSW,2320,Rutherford (South) - Telarah,106021616,2021-22,145
Rutherford,NSW,2320,Rutherford (South) - Telarah,106021616,2022-23,112
Cessnock,NSW,2325,Cessnock Surrounds,106011109,2019-20,60
Cessnock,NSW,2325,Cessnock Surrounds,106011109,2020-21,77
Cessnock,NSW,2325,Cessnock Surrounds,106011109,2021-22,72
Cessnock,NSW,2325,Cessnock Surrounds,106011109,2022-23,45
Cessnock,NSW,2325,Cessnock,106011108,2019-20,72
Cessnock,NSW,2325,Cessnock,106011108,2020-21,167
Cessnock,NSW,2325,Cessnock,106011108,2021-22,284
Cessnock,NSW,2325,Cessnock,106011108,2022-23,323
Turramurra,NSW,2074,Turramurra,121031411,2019-20,73
Turramurra,NSW,2074,Turramurra,121031411,2020-21,79
Turramurra,NSW,2074,Turramurra,121031411,2021-22,85
Turramurra,NSW,2074,Turramurra,121031411,2022-23,90
Maroubra,NSW,2035,Maroubra - North,118021566,2019-20,28
Maroubra,NSW,2035,Maroubra - North,118021566,2020-21,25
Maroubra,NSW,2035,Maroubra - North,118021566,2021-22,27
Maroubra,NSW,2035,Maroubra - North,118021566,2022-23,26
Maroubra,NSW,2035,Maroubra - South,118021567,2019-20,58
Maroubra,NSW,2035,Maroubra - South,118021567,2020-21,38
Maroubra,NSW,2035,Maroubra - South,118021567,2021-22,21
Maroubra,NSW,2035,Maroubra - South,118021567,2022-23,28
Maroubra,NSW,2035,Maroubra - West,118021568,2019-20,8
Maroubra,NSW,2035,Maroubra - West,118021568,2020-21,17
Maroubra,NSW,2035,Maroubra - West,118021568,2021-22,12
Maroubra,NSW,2035,Maroubra - West,118021568,2022-23,14
Merrylands,NSW,2160,Guildford West - Merrylands West,125031484,2019-20,120
Merrylands,NSW,2160,Guildford West - Merrylands West,125031484,2020-21,128
Merrylands,NSW,2160,Guildford West - Merrylands West,125031484,2021-22,136
Merrylands,NSW,2160,Guildford West - Merrylands West,125031484,2022-23,193
Merrylands,NSW,2160,Merrylands - Holroyd,125031714,2019-20,361
Merrylands,NSW,2160,Merrylands - Holroyd,125031714,2020-21,906
Merrylands,NSW,2160,Merrylands - Holroyd,125031714,2021-22,461
Merrylands,NSW,2160,Merrylands - Holroyd,125031714,2022-23,297
East Maitland,NSW,2323,East Maitland - Metford,106021614,2019-20,28
East Maitland,NSW,2323,East Maitland - Metford,106021614,2020-21,29
East Maitland,NSW,2323,East Maitland - Metford,106021614,2021-22,49
East Maitland,NSW,2323,East Maitland - Metford,106021614,2022-23,33
East Maitland,NSW,2323,Tenambit - East Maitland,106021617,2019-20,27
East Maitland,NSW,2323,Tenambit - East Maitland,106021617,2020-21,60
East Maitland,NSW,2323,Tenambit - East Maitland,106021617,2021-22,36
East Maitland,NSW,2323,Tenambit - East Maitland,106021617,2022-23,14
Guildford,NSW,1848,Guildford - South Granville,125031483,2019-20,121
Guildford,NSW,1848,Guildford - South Granville,125031483,2020-21,274
Guildford,NSW,1848,Guildford - South Granville,125031483,2021-22,117
Guildford,NSW,1848,Guildford - South Granville,125031483,2022-23,70
Guildford,NSW,1848,Guildford West - Merrylands West,125031484,2019-20,120
Guildford,NSW,1848,Guildford West - Merrylands West,125031484,2020-21,128
Guildford,NSW,1848,Guildford West - Merrylands West,125031484,2021-22,136
Guildford,NSW,1848,Guildford West - Merrylands West,125031484,2022-23,193
Guildford,NSW,1848,Hazelmere - Guildford,504031061,2019-20,140
Guildford,NSW,1848,Hazelmere - Guildford,504031061,2020-21,275
Guildford,NSW,1848,Hazelmere - Guildford,504031061,2021-22,196
Guildford,NSW,1848,Hazelmere - Guildford,504031061,2022-23,133
Guildford,NSW,1848,Midland - Guildford,504031066,2019-20,71
Guildford,NSW,1848,Midland - Guildford,504031066,2020-21,45
Guildford,NSW,1848,Midland - Guildford,504031066,2021-22,105
Guildford,NSW,1848,Midland - Guildford,504031066,2022-23,20
Lithgow,NSW,2790,Lithgow Surrounds,103031071,2019-20,37
Lithgow,NSW,2790,Lithgow Surrounds,103031071,2020-21,52
Lithgow,NSW,2790,Lithgow Surrounds,103031071,2021-22,45
Lithgow,NSW,2790,Lithgow Surrounds,103031071,2022-23,48
Lithgow,NSW,2790,Lithgow,103031070,2019-20,24
Lithgow,NSW,2790,Lithgow,103031070,2020-21,32
Lithgow,NSW,2790,Lithgow,103031070,2021-22,41
Lithgow,NSW,2790,Lithgow,103031070,2022-23,35
Wallsend,NSW,2287,West Wallsend - Barnsley - Killingworth,111021221,2019-20,33
Wallsend,NSW,2287,West Wallsend - Barnsley - Killingworth,111021221,2020-21,21
Wallsend,NSW,2287,West Wallsend - Barnsley - Killingworth,111021221,2021-22,23
Wallsend,NSW,2287,West Wallsend - Barnsley - Killingworth,111021221,2022-23,11
Wallsend,NSW,2287,Wallsend - Elermore Vale,111031233,2019-20,111
Wallsend,NSW,2287,Wallsend - Elermore Vale,111031233,2020-21,124
Wallsend,NSW,2287,Wallsend - Elermore Vale,111031233,2021-22,122
Wallsend,NSW,2287,Wallsend - Elermore Vale,111031233,2022-23,51
Singleton,NSW,2330,Singleton,106011112,2019-20,11
Singleton,NSW,2330,Singleton,106011112,2020-21,25
Singleton,NSW,2330,Singleton,106011112,2021-22,57
Singleton,NSW,2330,Singleton,106011112,2022-23,43
Singleton,NSW,2330,Singleton Surrounds,106011113,2019-20,11
Singleton,NSW,2330,Singleton Surrounds,106011113,2020-21,8
Singleton,NSW,2330,Singleton Surrounds,106011113,2021-22,16
Singleton,NSW,2330,Singleton Surrounds,106011113,2022-23,12
Singleton,NSW,2330,Singleton - Golden Bay - Secret Harbour,507051191,2019-20,168
Singleton,NSW,2330,Singleton - Golden Bay - Secret Harbour,507051191,2020-21,212
Singleton,NSW,2330,Singleton - Golden Bay - Secret Harbour,507051191,2021-22,192
Singleton,NSW,2330,Singleton - Golden Bay - Secret Harbour,507051191,2022-23,127
Gregory Hills,NSW,2557,Gledswood Hills - Gregory Hills,127011727,2019-20,393
Gregory Hills,NSW,2557,Gledswood Hills - Gregory Hills,127011727,2020-21,572
Gregory Hills,NSW,2557,Gledswood Hills - Gregory Hills,127011727,2021-22,383
Gregory Hills,NSW,2557,Gledswood Hills - Gregory Hills,127011727,2022-23,252
Gledswood Hills,NSW,2557,Gledswood Hills - Gregory Hills,127011727,2019-20,393
Gledswood Hills,NSW,2557,Gledswood Hills - Gregory Hills,127011727,2020-21,572
Gledswood Hills,NSW,2557,Gledswood Hills - Gregory Hills,127011727,2021-22,383
Gledswood Hills,NSW,2557,Gledswood Hills - Gregory Hills,127011727,2022-23,252
Merewether,NSW,2291,Merewether - The Junction,111031228,2019-20,43
Merewether,NSW,2291,Merewether - The Junction,111031228,2020-21,68
Merewether,NSW,2291,Merewether - The Junction,111031228,2021-22,44
Merewether,NSW,2291,Merewether - The Junction,111031228,2022-23,38
Riverstone,NSW,2765,Riverstone,116021630,2019-20,403
Riverstone,NSW,2765,Riverstone,116021630,2020-21,816
Riverstone,NSW,2765,Riverstone,116021630,2021-22,523
Riverstone,NSW,2765,Riverstone,116021630,2022-23,332
Denham Court,NSW,2565,Denham Court - Bardia,123021703,2019-20,834
Denham Court,NSW,2565,Denham Court - Bardia,123021703,2020-21,1112
Denham Court,NSW,2565,Denham Court - Bardia,123021703,2021-22,281
Denham Court,NSW,2565,Denham Court - Bardia,123021703,2022-23,210
Marrickville,NSW,1475,Marrickville - North,117021636,2019-20,24
Marrickville,NSW,1475,Marrickville - North,117021636,2020-21,51
Marrickville,NSW,1475,Marrickville - North,117021636,2021-22,278
Marrickville,NSW,1475,Marrickville - North,117021636,2022-23,121
Marrickville,NSW,1475,Marrickville - South,117021637,2019-20,76
Marrickville,NSW,1475,Marrickville - South,117021637,2020-21,19
Marrickville,NSW,1475,Marrickville - South,117021637,2021-22,85
Marrickville,NSW,1475,Marrickville - South,117021637,2022-23,10
The Ponds,NSW,2769,Kellyville Ridge - The Ponds,116021628,2019-20,8
The Ponds,NSW,2769,Kellyville Ridge - The Ponds,116021628,2020-21,17
The Ponds,NSW,2769,Kellyville Ridge - The Ponds,116021628,2021-22,62
The Ponds,NSW,2769,Kellyville Ridge - The Ponds,116021628,2022-23,22
Baulkham Hills,NSW,1755,Baulkham Hills - East,115011290,2019-20,45
Baulkham Hills,NSW,1755,Baulkham Hills - East,115011290,2020-21,72
Baulkham Hills,NSW,1755,Baulkham Hills - East,115011290,2021-22,61
Baulkham Hills,NSW,1755,Baulkham Hills - East,115011290,2022-23,69
Baulkham Hills,NSW,1755,Baulkham Hills (West) - Bella Vista,115011291,2019-20,208
Baulkham Hills,NSW,1755,Baulkham Hills (West) - Bella Vista,115011291,2020-21,98
Baulkham Hills,NSW,1755,Baulkham Hills (West) - Bella Vista,115011291,2021-22,216
Baulkham Hills,NSW,1755,Baulkham Hills (West) - Bella Vista,115011291,2022-23,592
Earlwood,NSW,2206,Earlwood,119021662,2019-20,52
Earlwood,NSW,2206,Earlwood,119021662,2020-21,44
Earlwood,NSW,2206,Earlwood,119021662,2021-22,45
Earlwood,NSW,2206,Earlwood,119021662,2022-23,44
Leichhardt,NSW,2040,Leichhardt,120021675,2019-20,52
Leichhardt,NSW,2040,Leichhardt,120021675,2020-21,281
Leichhardt,NSW,2040,Leichhardt,120021675,2021-22,23
Leichhardt,NSW,2040,Leichhardt,120021675,2022-23,18
Leichhardt,NSW,2040,Leichhardt - One Mile,310031291,2019-20,29
Leichhardt,NSW,2040,Leichhardt - One Mile,310031291,2020-21,11
Leichhardt,NSW,2040,Leichhardt - One Mile,310031291,2021-22,7
Leichhardt,NSW,2040,Leichhardt - One Mile,310031291,2022-23,9
Goonellabah,NSW,2480,Goonellabah,112021246,2019-20,53
Goonellabah,NSW,2480,Goonellabah,112021246,2020-21,119
Goonellabah,NSW,2480,Goonellabah,112021246,2021-22,93
Goonellabah,NSW,2480,Goonellabah,112021246,2022-23,46
Mosman,NSW,2088,Mosman - North,121041688,2019-20,8
Mosman,NSW,2088,Mosman - North,121041688,2020-21,35
Mosman,NSW,2088,Mosman - North,121041688,2021-22,25
Mosman,NSW,2088,Mosman - North,121041688,2022-23,9
Mosman,NSW,2088,Mosman - South,121041689,2019-20,3
Mosman,NSW,2088,Mosman - South,121041689,2020-21,14
Mosman,NSW,2088,Mosman - South,121041689,2021-22,35
Mosman,NSW,2088,Mosman - South,121041689,2022-23,6
Mosman,NSW,2088,Mosman Park - Peppermint Grove,503011034,2019-20,75
Mosman,NSW,2088,Mosman Park - Peppermint Grove,503011034,2020-21,58
Mosman,NSW,2088,Mosman Park - Peppermint Grove,503011034,2021-22,70
Mosman,NSW,2088,Mosman Park - Peppermint Grove,503011034,2022-23,11
Wyoming,NSW,2250,Wyoming,102011043,2019-20,13
Wyoming,NSW,2250,Wyoming,102011043,2020-21,7
Wyoming,NSW,2250,Wyoming,102011043,2021-22,14
Wyoming,NSW,2250,Wyoming,102011043,2022-23,6
Blacktown,NSW,2148,Blacktown (East) - Kings Park,116011303,2019-20,68
Blacktown,NSW,2148,Blacktown (East) - Kings Park,116011303,2020-21,314
Blacktown,NSW,2148,Blacktown (East) - Kings Park,116011303,2021-22,269
Blacktown,NSW,2148,Blacktown (East) - Kings Park,116011303,2022-23,56
Blacktown,NSW,2148,Blacktown (North) - Marayong,116011304,2019-20,95
Blacktown,NSW,2148,Blacktown (North) - Marayong,116011304,2020-21,195
